Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,Location of Trees,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,Latitude,Longitude,Location
2012-06-16T00:00:00,Completed - Dup,2012-08-23T00:00:00,12-01092356,Tree Trim,Parkway,4800 S UNION AVE,60609,1172440.09213145,1873048.17220587,11,9,61,41.80708572254916,-87.64306420822113,"{'latitude': '41.80708572254916', 'longitude': '-87.64306420822113', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed - Dup,2012-09-10T00:00:00,12-01092848,Tree Trim,Parkway,7149 S WASHTENAW AVE,60629,1159609.54508571,1857129.22782395,18,8,66,41.76367508092003,-87.69055934305162,"{'latitude': '41.76367508092003', 'longitude': '-87.69055934305162', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed - Dup,2012-09-17T00:00:00,12-01091482,Tree Trim,Parkway,9550 S HAMILTON AVE,60643,1163698.099576,1841619.37861264,19,22,72,41.72102889992538,-87.67600806433633,"{'latitude': '41.72102889992538', 'longitude': '-87.67600806433633', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed - Dup,2012-11-06T00:00:00,12-01092639,Tree Trim,Parkway,4753 S HOYNE AVE,60609,1163161.44966827,1873131.86002002,12,9,61,41.80751482675533,-87.67709311842366,"{'latitude': '41.80751482675533', 'longitude': '-87.67709311842366', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed - Dup,2012-12-07T00:00:00,12-01091714,Tree Trim,Parkway,8740 S THROOP ST,60620,1169188.35469882,1846811.98137567,21,22,71,41.735161368074806,-87.65574866736233,"{'latitude': '41.735161368074806', 'longitude': '-87.65574866736233', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2013-02-11T00:00:00,12-01092179,Tree Trim,Parkway,8616 S ABERDEEN ST,60620,1170490.16171312,1847672.88762164,21,6,71,41.737495591593884,-87.65095437131428,"{'latitude': '41.737495591593884', 'longitude': '-87.65095437131428', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2013-02-18T00:00:00,12-01091108,Tree Trim,Vacant Lot,716 E BOWEN AVE,60653,1181767.99989735,1877634.96441145,4,2,38,41.81946156357545,-87.60871076532638,"{'latitude': '41.81946156357545', 'longitude': '-87.60871076532638', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2013-02-21T00:00:00,12-01092504,Tree Trim,Parkway,5900 S WOODLAWN AVE,60637,1185230.1274931,1866127.94658634,5,2,41,41.78780462302171,-87.5963724036452,"{'latitude': '41.78780462302171', 'longitude': '-87.5963724036452', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2013-02-28T00:00:00,12-01091447,Tree Trim,Parkway,5136 S MORGAN ST,60609,1170520.1016926,1870642.72002879,16,9,61,41.800527004102136,-87.65017624719309,"{'latitude': '41.800527004102136', 'longitude': '-87.65017624719309', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2013-02-28T00:00:00,12-01091479,Tree Trim,Vacant Lot,5212 S MAY ST,60609,1169537.05458772,1870228.3629895,16,9,61,41.79941134566328,-87.65379340106458,"{'latitude': '41.79941134566328', 'longitude': '-87.65379340106458', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2013-03-06T00:00:00,12-01091593,Tree Trim,Parkway,5200 S ABERDEEN ST,60609,1169865.35126883,1870316.65671587,16,9,61,41.799646505161036,-87.65258689114788,"{'latitude': '41.799646505161036', 'longitude': '-87.65258689114788', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2013-03-18T00:00:00,12-01091580,Tree Trim,Vacant Lot,5229 S MORGAN ST,60609,1170533.2794132,1870143.3250277,20,9,61,41.79915632246662,-87.65014247673444,"{'latitude': '41.79915632246662', 'longitude': '-87.65014247673444', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2012-06-21T00:00:00,12-01091837,Tree Trim,Parkway,3356 W PERSHING RD,60632,1154629.43992771,1878542.84372742,12,9,58,41.822537797510826,-87.70824199106396,"{'latitude': '41.822537797510826', 'longitude': '-87.70824199106396', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2012-08-02T00:00:00,12-01091445,Tree Trim,Parkway,5126 S MORGAN ST,60609,1170517.9016926,1870725.12002879,16,9,61,41.80075316662002,-87.65018191358736,"{'latitude': '41.80075316662002', 'longitude': '-87.65018191358736', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2012-08-03T00:00:00,12-01091371,Tree Trim,Parkway,6113 W MONTROSE AVE,60634,1134753.20147889,1928612.93309437,38,16,15,41.96031042250306,-87.77997620730166,"{'latitude': '41.96031042250306', 'longitude': '-87.77997620730166', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2012-10-11T00:00:00,12-01091476,Tree Trim,Parkway,502 W 46TH ST,60609,1173717.07619828,1874421.07359774,11,9,61,41.81082485869808,-87.63833992422731,"{'latitude': '41.81082485869808', 'longitude': '-87.63833992422731', 'needs_recoding': False}"
2012-06-16T00:00:00,Completed,2012-11-02T00:00:00,12-01091415,Tree Trim,Parkway,1211 W BALMORAL AVE,60640,1167213.97608834,1936007.63248873,48,20,77,41.979964484146784,-87.66042095648271,"{'latitude': '41.979964484146784', 'longitude': '-87.66042095648271', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-01-27T00:00:00,10-00878712,Tree Trim,Parkway,820 N CALIFORNIA AVE,60622,1157573.64926974,1905342.01317771,26,13,24,41.89601827968593,-87.69671186672986,"{'latitude': '41.89601827968593', 'longitude': '-87.69671186672986', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-02-18T00:00:00,10-00874549,Tree Trim,Parkway,4100 N MASON AVE,60634,1135952.37460561,1926646.84170293,38,16,15,41.95489393985521,-87.77561443644844,"{'latitude': '41.95489393985521', 'longitude': '-87.77561443644844', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-03-09T00:00:00,10-00879040,Tree Trim,Parkway,3000 S NORMAL AVE,60616,1173446.34590913,1885037.40020662,11,9,60,41.8399630206736,-87.63901824329366,"{'latitude': '41.8399630206736', 'longitude': '-87.63901824329366', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-03-22T00:00:00,10-00877749,Tree Trim,Parkway,3706 W 81ST PL,60652,1153099.63410113,1850291.54370048,18,8,70,41.74504235568963,-87.71460005394358,"{'latitude': '41.74504235568963', 'longitude': '-87.71460005394358', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-04-01T00:00:00,10-00879277,Tree Trim,Parkway,2406 S MILLARD AVE,60623,1152418.01067239,1887772.58789573,22,10,30,41.8479092587457,-87.716111565298,"{'latitude': '41.8479092587457', 'longitude': '-87.716111565298', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2012-04-11T00:00:00,10-00877828,Tree Trim,,10223 S ST LAWRENCE AVE,60628,1182049.94432383,1837214.05013308,9,5,49,41.70853594993105,-87.6089252483766,"{'latitude': '41.70853594993105', 'longitude': '-87.6089252483766', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-04-18T00:00:00,10-00877053,Tree Trim,Parkway,1327 E 72ND ST,60619,1186302.74250294,1857528.66177574,5,3,43,41.76418215002246,-87.59271115820616,"{'latitude': '41.76418215002246', 'longitude': '-87.59271115820616', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-04-29T00:00:00,10-00875297,Tree Trim,Parkway,4500 S WOODLAWN AVE,60653,1185004.41003327,1875410.96998443,4,21,39,41.81328325946815,-87.59690839659811,"{'latitude': '41.81328325946815', 'longitude': '-87.59690839659811', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-05-25T00:00:00,10-00876620,Tree Trim,Parkway,7430 S CALUMET AVE,60619,1179763.29867444,1855822.20138548,6,3,69,41.75965144925523,-87.61673168672965,"{'latitude': '41.75965144925523', 'longitude': '-87.61673168672965', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-10-11T00:00:00,10-00876350,Tree Trim,Parkway,8001 S SAWYER AVE,60652,1156104.49956954,1851369.54781136,18,8,70,41.74794075703465,-87.70356073838069,"{'latitude': '41.74794075703465', 'longitude': '-87.70356073838069', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2012-10-15T00:00:00,10-00873410,Tree Trim,Parkway,5763 N NINA AVE,60631,1127536.52961592,1937943.1592898,41,16,10,41.98603835819139,-87.80629769706998,"{'latitude': '41.98603835819139', 'longitude': '-87.80629769706998', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-11-01T00:00:00,10-00878882,Tree Trim,Parkway,11206 S WHIPPLE ST,60655,1158010.59630209,1830147.18710225,19,22,74,41.689664421398945,-87.6971507742347,"{'latitude': '41.689664421398945', 'longitude': '-87.6971507742347', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2011-11-10T00:00:00,10-00878575,Tree Trim,Parkway,13665 S BRAINARD AVE,60633,1199981.21653399,1814944.11616709,10,4,55,41.646992281066545,-87.54400792293318,"{'latitude': '41.646992281066545', 'longitude': '-87.54400792293318', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed - Dup,2012-12-06T00:00:00,10-00872354,Tree Trim,Parkway,13100 S EBERHART AVE,60827,1181738.12470538,1818576.93792903,9,5,54,41.65740027162397,-87.61063965790657,"{'latitude': '41.65740027162397', 'longitude': '-87.61063965790657', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-03T00:00:00,10-00872897,Tree Trim,Parkway,4927 W CONGRESS PKWY,60644,1143727.21280143,1897232.48883033,24,15,25,41.874035447527675,-87.74777068559239,"{'latitude': '41.874035447527675', 'longitude': '-87.74777068559239', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2012-01-03T00:00:00,10-00872165,Tree Trim,Parkway,712 W BUENA AVE,60613,1170735.18887782,1928217.49082563,46,23,3,41.95851149491105,-87.647700655398,"{'latitude': '41.95851149491105', 'longitude': '-87.647700655398', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2012-01-03T00:00:00,10-00877467,Tree Trim,Parkway,9748 S HARVARD AVE,60628,1175675.90766579,1840279.44199216,21,5,49,41.71709259000712,-87.63217593076149,"{'latitude': '41.71709259000712', 'longitude': '-87.63217593076149', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2012-01-03T00:00:00,10-00877471,Tree Trim,Parkway,9759 S HARVARD AVE,60628,1175678.02629764,1840206.04506877,21,5,49,41.716891131365394,-87.63217036042144,"{'latitude': '41.716891131365394', 'longitude': '-87.63217036042144', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2012-01-11T00:00:00,10-00877557,Tree Trim,Parkway,3101 N MARMORA AVE,60634,1136509.8238252,1920010.13552941,30,25,19,41.936672160292154,-87.77372441224472,"{'latitude': '41.936672160292154', 'longitude': '-87.77372441224472', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-13T00:00:00,10-00878408,Tree Trim,Parkway,5601 N MANGO AVE,60646,1136874.74888907,1936874.93849097,45,16,11,41.98294424945989,-87.77197721098015,"{'latitude': '41.98294424945989', 'longitude': '-87.77197721098015', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-14T00:00:00,10-00871717,Tree Trim,Parkway,6175 N MEADE AVE,60646,1134572.41352362,1940756.80002723,45,16,10,41.99363750463514,-87.78035266886197,"{'latitude': '41.99363750463514', 'longitude': '-87.78035266886197', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-14T00:00:00,10-00874420,Tree Trim,Parkway,9401 S LOWE AVE,60620,1173624.93770108,1842530.33980698,21,22,73,41.723314960352376,-87.63962128840032,"{'latitude': '41.723314960352376', 'longitude': '-87.63962128840032', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-14T00:00:00,10-00874651,Tree Trim,Parkway,9622 S GREEN ST,60643,1172343.03636816,1840924.03309504,21,22,73,41.71893527590713,-87.64436386647466,"{'latitude': '41.71893527590713', 'longitude': '-87.64436386647466', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-18T00:00:00,10-00875974,Tree Trim,Parkway,8457 S STATE ST,60619,1177767.15871893,1848928.55998722,6,6,44,41.7407798846685,-87.62425567470535,"{'latitude': '41.7407798846685', 'longitude': '-87.62425567470535', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-20T00:00:00,10-00874390,Tree Trim,Parkway,1842 N TALMAN AVE,60647,1158411.90476694,1912152.20630502,1,14,22,41.914688900653324,-87.69344653991988,"{'latitude': '41.914688900653324', 'longitude': '-87.69344653991988', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-20T00:00:00,10-00875349,Tree Trim,Parkway,9250 S ABERDEEN ST,60620,1170614.60180007,1843364.94998088,21,22,73,41.72567129146528,-87.65062364650422,"{'latitude': '41.72567129146528', 'longitude': '-87.65062364650422', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-26T00:00:00,10-00878101,Tree Trim,Parkway,258 W ALEXANDER ST,60616,1174884.62011611,1889227.6099699,25,21,34,41.851429254305444,-87.63361514584558,"{'latitude': '41.851429254305444', 'longitude': '-87.63361514584558', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-01-27T00:00:00,10-00876346,Tree Trim,Parkway,865 S PARK TER,60605,1175925.78233407,1896352.16003033,2,1,32,41.87095615669915,-87.62957952926453,"{'latitude': '41.87095615669915', 'longitude': '-87.62957952926453', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-01T00:00:00,10-00877590,Tree Trim,Parkway,2801 S KOLIN AVE,60623,1147845.38142494,1885018.72056873,22,10,30,41.8404412417494,-87.73296409356354,"{'latitude': '41.8404412417494', 'longitude': '-87.73296409356354', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2012-02-07T00:00:00,10-00876372,Tree Trim,Parkway,1225 N LAVERGNE AVE,60651,1142806.15487694,1907793.78321582,37,25,25,41.90303409710233,-87.75088922254608,"{'latitude': '41.90303409710233', 'longitude': '-87.75088922254608', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-16T00:00:00,10-00873628,Tree Trim,Parkway,3151 S WELLS ST,60616,1175132.10526643,1884064.42202046,11,9,34,41.837255529384635,-87.63286138428256,"{'latitude': '41.837255529384635', 'longitude': '-87.63286138428256', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-16T00:00:00,10-00874451,Tree Trim,Parkway,3347 S CARPENTER ST,60608,1169859.96657214,1882650.92062876,11,9,60,41.83349310178763,-87.65224811585256,"{'latitude': '41.83349310178763', 'longitude': '-87.65224811585256', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-16T00:00:00,10-00875619,Tree Trim,Parkway,3754 S LOWE AVE,60609,1172582.45562223,1879999.05189456,11,9,60,41.826156467320324,-87.64233705830475,"{'latitude': '41.826156467320324', 'longitude': '-87.64233705830475', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-16T00:00:00,10-00875652,Tree Trim,Parkway,3637 S UNION AVE,60609,1172230.5039258,1880767.90917084,11,9,60,41.828274042938226,-87.64360564102142,"{'latitude': '41.828274042938226', 'longitude': '-87.64360564102142', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-16T00:00:00,10-00878576,Tree Trim,Parkway,1647 N MENARD AVE,60639,1137502.18009133,1910364.25587988,29,25,25,41.91018495047011,-87.77031007783917,"{'latitude': '41.91018495047011', 'longitude': '-87.77031007783917', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2012-02-17T00:00:00,10-00874516,Tree Trim,Parkway,2714 W 56TH ST,60629,1159177.50292546,1867413.98530153,16,8,63,41.79190677057705,-87.69186169014525,"{'latitude': '41.79190677057705', 'longitude': '-87.69186169014525', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-18T00:00:00,10-00873263,Tree Trim,Parkway,3413 W LE MOYNE ST,60651,1153332.51358111,1909758.27220573,26,14,23,41.908222207491875,-87.71217130798385,"{'latitude': '41.908222207491875', 'longitude': '-87.71217130798385', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-21T00:00:00,10-00875633,Tree Trim,Parkway,3656 S LOWE AVE,60609,1172565.56179,1880649.60817792,11,9,60,41.827942026010525,-87.64237984218043,"{'latitude': '41.827942026010525', 'longitude': '-87.64237984218043', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-21T00:00:00,10-00878111,Tree Trim,Parkway,3421 S EMERALD AVE,60616,1171860.2224911,1882198.01648973,11,9,60,41.83220653759766,-87.64492211631334,"{'latitude': '41.83220653759766', 'longitude': '-87.64492211631334', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2012-02-21T00:00:00,10-00877397,Tree Trim,Parkway,1656 W GRACE ST,60613,1164525.86298427,1925292.15692454,47,19,6,41.950618302438436,-87.67061157018118,"{'latitude': '41.950618302438436', 'longitude': '-87.67061157018118', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-02-23T00:00:00,10-00874984,Tree Trim,Parkway,1301 W OHIO ST,60642,1167699.21261837,1904145.25163254,27,13,24,41.892522091173326,-87.65955738729018,"{'latitude': '41.892522091173326', 'longitude': '-87.65955738729018', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-01T00:00:00,10-00874425,Tree Trim,Parkway,8047 S SAWYER AVE,60652,1156113.29956954,1851060.24781136,18,8,70,41.747091810586724,-87.70353678767174,"{'latitude': '41.747091810586724', 'longitude': '-87.70353678767174', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-01T00:00:00,10-00876119,Tree Trim,Parkway,11214 S ALBANY AVE,60655,1157692.7231727,1830088.25621328,19,22,74,41.689509140174096,-87.69831611163812,"{'latitude': '41.689509140174096', 'longitude': '-87.69831611163812', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-01T00:00:00,10-00877859,Tree Trim,Parkway,3153 S WELLS ST,60616,1175132.50526643,1884050.62202046,11,9,34,41.83721765211723,-87.63286032947839,"{'latitude': '41.83721765211723', 'longitude': '-87.63286032947839', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-02T00:00:00,10-00875270,Tree Trim,Parkway,2555 N ST LOUIS AVE,60647,1152614.60037521,1916766.54919748,26,14,22,41.92746776830172,-87.7146228374945,"{'latitude': '41.92746776830172', 'longitude': '-87.7146228374945', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-08T00:00:00,10-00874091,Tree Trim,,6775 N JEAN AVE,60646,1135940.54109017,1944723.36192742,41,16,12,42.00449770818587,-87.77522495951985,"{'latitude': '42.00449770818587', 'longitude': '-87.77522495951985', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-08T00:00:00,10-00875960,Tree Trim,Parkway,810 W ARMITAGE AVE,60614,1170525.96502003,1913515.62042056,43,18,7,41.91817354221442,-87.64890136470173,"{'latitude': '41.91817354221442', 'longitude': '-87.64890136470173', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-08T00:00:00,10-00878750,Tree Trim,Alley,2029 N KENMORE AVE,60614,1168974.61000205,1913666.2504914,43,18,7,41.918620712383024,-87.6545967255245,"{'latitude': '41.918620712383024', 'longitude': '-87.6545967255245', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-08T00:00:00,10-00878810,Tree Trim,Parkway,3235 S HAMILTON AVE,60608,1162540.5200686,1883199.15682753,12,9,59,41.835153632804555,-87.67908936383688,"{'latitude': '41.835153632804555', 'longitude': '-87.67908936383688', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2012-03-08T00:00:00,10-00877657,Tree Trim,Parkway,9800 S CALUMET AVE,60628,1180308.63959971,1840067.07722519,6,5,49,41.71640504917351,-87.61521485377466,"{'latitude': '41.71640504917351', 'longitude': '-87.61521485377466', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-09T00:00:00,10-00875744,Tree Trim,Parkway,8319 S HOYNE AVE,60620,1163805.57529588,1849466.859187,18,6,71,41.742561355750304,-87.6753946821957,"{'latitude': '41.742561355750304', 'longitude': '-87.6753946821957', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-10T00:00:00,10-00874066,Tree Trim,Parkway,3411 N NOTTINGHAM AVE,60634,1128148.70471861,1921852.71938178,36,16,17,41.94187408820068,-87.80441141074823,"{'latitude': '41.94187408820068', 'longitude': '-87.80441141074823', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-10T00:00:00,10-00876456,Tree Trim,Parkway,3242 N OAK PARK AVE,60634,1130517.99379819,1920795.11912362,36,16,17,41.93893146379233,-87.79572746808539,"{'latitude': '41.93893146379233', 'longitude': '-87.79572746808539', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-11T00:00:00,10-00878902,Tree Trim,Vacant Lot,535 N ALBANY AVE,60612,1155616.68037331,1903461.51461524,27,13,23,41.89089763761654,-87.70395009756578,"{'latitude': '41.89089763761654', 'longitude': '-87.70395009756578', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-14T00:00:00,10-00874666,Tree Trim,Parkway,7641 S PERRY AVE,60620,1176715.87480915,1854322.0466863,6,6,69,41.75560396901303,-87.62794546181948,"{'latitude': '41.75560396901303', 'longitude': '-87.62794546181948', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-15T00:00:00,10-00878383,Tree Trim,Parkway,7013 W CORNELIA AVE,60634,1128798.85009485,1922461.85746641,36,16,17,41.94353460167377,-87.80200792249431,"{'latitude': '41.94353460167377', 'longitude': '-87.80200792249431', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-16T00:00:00,10-00878095,Tree Trim,Parkway,228 W ALEXANDER ST,60616,1175114.75188178,1889233.5000197,25,21,34,41.85144026814768,-87.63277033918563,"{'latitude': '41.85144026814768', 'longitude': '-87.63277033918563', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-17T00:00:00,10-00876986,Tree Trim,Parkway,6400 S EGGLESTON AVE,60621,1174378.07032257,1862485.73493223,20,7,68,41.77805836238464,-87.63627044562138,"{'latitude': '41.77805836238464', 'longitude': '-87.63627044562138', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-17T00:00:00,10-00877852,Tree Trim,Vacant Lot,5941 S MICHIGAN AVE,60637,1178173.99080062,1865650.9444736,20,2,40,41.786658738768956,-87.62225860002354,"{'latitude': '41.786658738768956', 'longitude': '-87.62225860002354', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-22T00:00:00,10-00874567,Tree Trim,Vacant Lot,5620 S ABERDEEN ST,60621,1169940.93952816,1867535.94860446,16,7,68,41.792014287615814,-87.65239046698632,"{'latitude': '41.792014287615814', 'longitude': '-87.65239046698632', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-22T00:00:00,10-00877313,Tree Trim,Parkway,4829 N NASHVILLE AVE,60656,1131560.93470325,1931786.50543347,41,16,10,41.96907499818505,-87.79163898033372,"{'latitude': '41.96907499818505', 'longitude': '-87.79163898033372', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-22T00:00:00,10-00877884,Tree Trim,Parkway,3721 W 81ST PL,60652,1152999.13410113,1850288.54370048,18,8,70,41.74503610562107,-87.71496838486921,"{'latitude': '41.74503610562107', 'longitude': '-87.71496838486921', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-22T00:00:00,10-00878490,Tree Trim,Parkway,3705 W 81ST PL,60652,1153106.33410113,1850291.74370048,18,8,70,41.745042772318854,-87.7145754985465,"{'latitude': '41.745042772318854', 'longitude': '-87.7145754985465', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-23T00:00:00,10-00875934,Tree Trim,Parkway,11021 S FAIRFIELD AVE,60655,1160006.31068072,1831426.73017468,19,22,75,41.69313504353237,-87.68980939214856,"{'latitude': '41.69313504353237', 'longitude': '-87.68980939214856', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-23T00:00:00,10-00878109,Tree Trim,Parkway,11035 S HARDING AVE,60655,1151986.7214894,1831116.28463046,19,22,74,41.6924437833337,-87.71917920315015,"{'latitude': '41.6924437833337', 'longitude': '-87.71917920315015', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-24T00:00:00,10-00875655,Tree Trim,Parkway,6345 S HONORE ST,60636,1165103.64618492,1862591.92569224,15,7,67,41.77855103094658,-87.67026783553514,"{'latitude': '41.77855103094658', 'longitude': '-87.67026783553514', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-25T00:00:00,10-00878843,Tree Trim,Vacant Lot,7309 S UNIVERSITY AVE,60619,1185146.76578358,1856780.54960145,5,3,69,41.7621564938393,-87.5969715131493,"{'latitude': '41.7621564938393', 'longitude': '-87.5969715131493', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-28T00:00:00,10-00875172,Tree Trim,Parkway,6609 N FAIRFIELD AVE,60645,1156796.00540738,1943733.38512447,50,24,2,42.001382476252324,-87.69852364333808,"{'latitude': '42.001382476252324', 'longitude': '-87.69852364333808', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-28T00:00:00,10-00878595,Tree Trim,Parkway,6651 N FAIRFIELD AVE,60645,1156788.59937608,1944015.07119404,50,24,2,42.00215558440259,-87.6985432060907,"{'latitude': '42.00215558440259', 'longitude': '-87.6985432060907', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-30T00:00:00,10-00878386,Tree Trim,Parkway,198 E DELAWARE PL,60611,1177927.82460763,1906677.14636842,42,18,8,41.899243175287,-87.62191515472327,"{'latitude': '41.899243175287', 'longitude': '-87.62191515472327', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-03-31T00:00:00,10-00874598,Tree Trim,Parkway,7528 S GREENWOOD AVE,60619,1184862.89022684,1855065.41678182,8,6,69,41.7574566665915,-87.59806566965281,"{'latitude': '41.7574566665915', 'longitude': '-87.59806566965281', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-04-01T00:00:00,10-00874564,Tree Trim,Parkway,7519 S GREENWOOD AVE,60619,1184861.99022684,1855103.51678182,8,6,69,41.757561237839965,-87.59806777459399,"{'latitude': '41.757561237839965', 'longitude': '-87.59806777459399', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-04-01T00:00:00,10-00874592,Tree Trim,Parkway,7512 S GREENWOOD AVE,60619,1184859.89022684,1855235.91678182,8,6,69,41.75792460567561,-87.59807132359474,"{'latitude': '41.75792460567561', 'longitude': '-87.59807132359474', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-04-07T00:00:00,10-00877878,Tree Trim,Parkway,6743 W 64TH PL,60638,1132579.52428336,1861002.5903922,23,8,64,41.774815901476146,-87.7895424423367,"{'latitude': '41.774815901476146', 'longitude': '-87.7895424423367', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-04-15T00:00:00,10-00876176,Tree Trim,,4619 N LOWELL AVE,60630,1146419.05283162,1930397.1738221,45,17,16,41.96499178323145,-87.73704072960575,"{'latitude': '41.96499178323145', 'longitude': '-87.73704072960575', 'needs_recoding': False}"
2010-06-17T00:00:00,Completed,2011-04-18T00:00:00,10-00872555,Tree Trim,Parkway,7328 S MORGAN ST,60621,1170912.49601784,1856232.01351449,17,7,68,41.76097376826402,-87.64915770659556,"{'latitude': '41.76097376826402', 'longitude': '-87.64915770659556', 'needs_recoding': False}"
