Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,License Plate,Vehicle Make/Model,Vehicle Color,Current Activity,Most Recent Action,How Many Days Has the Vehicle Been Reported as Parked?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00020256,Abandoned Vehicle Complaint,494L000,General Motors Corp.,Maroon,FVI - Outcome,Need Vehicle Tow Report,15,6158 S KILDARE AVE,60629,,,13,8,65,,41.78048185147839,-87.7302862985615,"{'latitude': '41.78048185147839', 'longitude': '-87.7302862985615', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00020485,Abandoned Vehicle Complaint,4740205,Nissan,Black,FVI - Outcome,Need Vehicle Tow Report,60,8606 S EUCLID AVE,60617,,,8,4,45,50,41.738596704651734,-87.57710824114226,"{'latitude': '41.738596704651734', 'longitude': '-87.57710824114226', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00020700,Abandoned Vehicle Complaint,N116148,Dodge,Black,FVI - Outcome,Need Vehicle Tow Report,7,5221 S BISHOP ST,60609,,,16,9,61,,41.798891151587846,-87.66092324784393,"{'latitude': '41.798891151587846', 'longitude': '-87.66092324784393', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00021234,Abandoned Vehicle Complaint,AE20328,Ford,White,FVI - Outcome,Need Vehicle Tow Report,10,1311 W 72ND ST,60636,,,17,7,67,,41.76307127972017,-87.65778679716682,"{'latitude': '41.76307127972017', 'longitude': '-87.65778679716682', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00021258,Abandoned Vehicle Complaint,L452073,Lincoln,White,FVI - Outcome,Need Vehicle Tow Report,30,10301 S AVENUE H,60617,,,10,4,52,,41.708125289899584,-87.53272340766219,"{'latitude': '41.708125289899584', 'longitude': '-87.53272340766219', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00021585,Abandoned Vehicle Complaint,70139FF,Mitsubishi,White,FVI - Outcome,Need Vehicle Tow Report,30,2842 S NORMAL AVE,60616,,,11,9,60,,41.842318952042234,-87.6400209969397,"{'latitude': '41.842318952042234', 'longitude': '-87.6400209969397', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00021590,Abandoned Vehicle Complaint,510483,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,7,1906 W WOLFRAM ST,60657,,,32,19,5,,41.93333177862836,-87.67606998778298,"{'latitude': '41.93333177862836', 'longitude': '-87.67606998778298', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00022490,Abandoned Vehicle Complaint,L760626,Chevrolet,Black,FVI - Outcome,Need Vehicle Tow Report,60,5527 S TALMAN AVE,60629,,,16,8,63,,41.79293606779349,-87.68997450815912,"{'latitude': '41.79293606779349', 'longitude': '-87.68997450815912', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-24T00:00:00,12-00023486,Abandoned Vehicle Complaint,6462077,Chevrolet,Blue,FVI - Outcome,Need Vehicle Tow Report,30,3355 S MORGAN ST,60608,,,11,9,60,,41.83312343301295,-87.65087792207243,"{'latitude': '41.83312343301295', 'longitude': '-87.65087792207243', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-25T00:00:00,12-00022983,Abandoned Vehicle Complaint,2ND REQUEST VAN-4 FLAT TIRES,,Burgundy,FVI - Outcome,Vehicle was moved from original address requested,,170 N LA CROSSE AVE,60644,,,28,15,25,,41.883904785459166,-87.74677560742396,"{'latitude': '41.883904785459166', 'longitude': '-87.74677560742396', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-26T00:00:00,12-00021408,Abandoned Vehicle Complaint,UNKNOWN,Buick,Black,FVI - Outcome,Vehicle was moved from original address requested,60,1800 S SPRINGFIELD AVE,60623,,,24,10,29,,41.856968668291024,-87.72255300618245,"{'latitude': '41.856968668291024', 'longitude': '-87.72255300618245', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-26T00:00:00,12-00021653,Abandoned Vehicle Complaint,A489619,Toyota,Green,FVI - Outcome,Return to Owner - Vehicle,20,4535 N MONITOR AVE,60630,,,38,16,15,,41.96330270027054,-87.77329935449688,"{'latitude': '41.96330270027054', 'longitude': '-87.77329935449688', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-26T00:00:00,12-00024356,Abandoned Vehicle Complaint,GU7589,Ford,Silver,FVI - Outcome,Vehicle was moved from original address requested,15,5645 N NEW HAMPSHIRE AVE,60631,,,41,16,10,,41.983891566657526,-87.80120006714851,"{'latitude': '41.983891566657526', 'longitude': '-87.80120006714851', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-27T00:00:00,12-00018809,Abandoned Vehicle Complaint,K106941,Chevrolet,White,FVI - Outcome,Vehicle was moved from original address requested,30,910 S MAYFIELD AVE,60644,,,29,15,25,,41.86987014373969,-87.7719799033161,"{'latitude': '41.86987014373969', 'longitude': '-87.7719799033161', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-27T00:00:00,12-00022150,Abandoned Vehicle Complaint,K411059,Nissan,Gray,FVI - Outcome,Need Vehicle Tow Report,20,2353 W PERSHING RD,60632,,,12,9,58,,41.82288426950429,-87.68490014615179,"{'latitude': '41.82288426950429', 'longitude': '-87.68490014615179', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-27T00:00:00,12-00022339,Abandoned Vehicle Complaint,65801,Toyota,Red,FVI - Outcome,Vehicle was moved from original address requested,30,4905 N KEELER AVE,60630,,,39,17,14,,41.97021236392201,-87.73287402332195,"{'latitude': '41.97021236392201', 'longitude': '-87.73287402332195', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-27T00:00:00,12-00023951,Abandoned Vehicle Complaint,K711253,Acura,Tan,FVI - Outcome,Vehicle was moved from original address requested,14,2611 W 21ST PL,60608,,,28,10,30,,41.85276643089267,-87.69107225012114,"{'latitude': '41.85276643089267', 'longitude': '-87.69107225012114', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-27T00:00:00,12-00024092,Abandoned Vehicle Complaint,88321G,Chevrolet,Silver,FVI - Outcome,Need Vehicle Tow Report,10,907 W 34TH PL,60608,,,11,9,60,,41.83163228917197,-87.64890620683174,"{'latitude': '41.83163228917197', 'longitude': '-87.64890620683174', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-30T00:00:00,12-00022360,Abandoned Vehicle Complaint,L643645,Legacy Unknown,Blue,FVI - Outcome,Vehicle was moved from original address requested,7,867 N RICHMOND ST,60622,,,26,13,24,,41.89754312126861,-87.7002741922908,"{'latitude': '41.89754312126861', 'longitude': '-87.7002741922908', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-30T00:00:00,12-00024474,Abandoned Vehicle Complaint,UNKNOWN,Nissan,White,FVI - Outcome,Vehicle was moved from original address requested,,4400 W ALTGELD ST,60639,,,31,25,20,,41.926463980293285,-87.73678244979202,"{'latitude': '41.926463980293285', 'longitude': '-87.73678244979202', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-31T00:00:00,12-00018268,Abandoned Vehicle Complaint,8312B,Ford,Tan,FVI - Outcome,Vehicle was moved from original address requested,14,5500 S SPAULDING AVE,60629,,,14,8,63,,41.79338548816443,-87.70614860078243,"{'latitude': '41.79338548816443', 'longitude': '-87.70614860078243', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-01-31T00:00:00,12-00022322,Abandoned Vehicle Complaint,L218525,,Silver,FVI - Outcome,Vehicle was moved from original address requested,30,3024 W FLETCHER ST,60618,,,33,14,21,,41.9385550836479,-87.70373342357897,"{'latitude': '41.9385550836479', 'longitude': '-87.70373342357897', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-02-09T00:00:00,12-00018701,Abandoned Vehicle Complaint,NOT AVAILABLE,"(Homemade Motorcycle, Moped.Etc.)",Silver,FVI - Outcome,Need Vehicle Tow Report,7,528 N PESHTIGO CT,60611,,,42,18,8,,41.8918453995717,-87.6153405874735,"{'latitude': '41.8918453995717', 'longitude': '-87.6153405874735', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-02-10T00:00:00,12-00023606,Abandoned Vehicle Complaint,DO NOT HAVE INFO,(Unlisted Construction Equipment Make),Red,FVI - Outcome,Vehicle was moved from original address requested,8,5405 N MULLIGAN AVE,60630,,,45,16,11,,41.97947901308592,-87.78644172665251,"{'latitude': '41.97947901308592', 'longitude': '-87.78644172665251', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-02-16T00:00:00,12-00021321,Abandoned Vehicle Complaint,H778807,Honda,Blue,FVI - Outcome,Need Vehicle Tow Report,60,3649 W LE MOYNE ST,60651,,,26,25,23,,41.90805251190844,-87.71859411242173,"{'latitude': '41.90805251190844', 'longitude': '-87.71859411242173', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-02-16T00:00:00,12-00021681,Abandoned Vehicle Complaint,8477963,Honda,Red,FVI - Outcome,Need Vehicle Tow Report,9,1626 N HONORE ST,60622,,,32,14,24,33,41.91136601196204,-87.67397244200217,"{'latitude': '41.91136601196204', 'longitude': '-87.67397244200217', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-02-17T00:00:00,12-00021109,Abandoned Vehicle Complaint,142218 AV,Ford,Green,FVI - Outcome,Vehicle was moved from original address requested,30,4118 W CULLOM AVE,60641,,,39,17,16,,41.959206492339355,-87.73023320267986,"{'latitude': '41.959206492339355', 'longitude': '-87.73023320267986', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-02-17T00:00:00,12-00024143,Abandoned Vehicle Complaint,EY92FW,Honda,Gray,FVI - Outcome,Need Vehicle Tow Report,65,1507 W HOLLYWOOD AVE,60660,,,48,20,77,22,41.985342934042116,-87.66789621595501,"{'latitude': '41.985342934042116', 'longitude': '-87.66789621595501', 'needs_recoding': False}"
2012-01-05T00:00:00,Completed,2012-03-09T00:00:00,12-00022420,Abandoned Vehicle Complaint,MZKIM,Pontiac,Gray,FVI - Outcome,Need Vehicle Tow Report,40,9543 S HARVARD AVE,60628,,,21,5,49,,41.72033312948607,-87.63215248248065,"{'latitude': '41.72033312948607', 'longitude': '-87.63215248248065', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-09T00:00:00,13-00019826,Abandoned Vehicle Complaint,K153198,Buick,Green,FVI - Outcome,Create Work Order,365,3212 S ABERDEEN ST,60608,1169501.04522081,1883610.37340365,11,9,60,,41.835677403356435,-87.65367275240038,"{'latitude': '41.835677403356435', 'longitude': '-87.65367275240038', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-14T00:00:00,13-00019403,Abandoned Vehicle Complaint,7239057,Pontiac,Burgundy,FVI - Outcome,Create Work Order,42,3703 W 59TH PL,60629,1152707.05039041,1864901.17487934,13,8,65,,41.785030058540585,-87.71577569718723,"{'latitude': '41.785030058540585', 'longitude': '-87.71577569718723', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-14T00:00:00,13-00019605,Abandoned Vehicle Complaint,268P261,Ford,Red,FVI - Outcome,Create Work Order,30,6001 S KOSTNER AVE,60629,1148063.44381312,1864450.46921357,13,8,65,,41.78392389874019,-87.73254315167837,"{'latitude': '41.78392389874019', 'longitude': '-87.73254315167837', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-15T00:00:00,13-00019261,Abandoned Vehicle Complaint,8492838,Acura,Gray,FVI - Outcome,Create Work Order,15,3336 W HOLLYWOOD AVE,60659,1152987.53283065,1937676.60699164,39,17,13,,41.984946703572284,-87.71288879917883,"{'latitude': '41.984946703572284', 'longitude': '-87.71288879917883', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-15T00:00:00,13-00019329,Abandoned Vehicle Complaint,L610390,Chevrolet,Silver,FVI - Outcome,Create Work Order,30,5416 W BYRON ST,60641,1139550.79001171,1925420.89000046,38,16,15,,41.95157057585952,-87.76275471694296,"{'latitude': '41.95157057585952', 'longitude': '-87.76275471694296', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-18T00:00:00,13-00019412,Abandoned Vehicle Complaint,G214166,Chevrolet,Green,FVI - Outcome,Create Work Order,30,1950 N SPAULDING AVE,60647,1153839.40810796,1912429.83402795,35,14,22,,41.917071316942575,-87.71042743173058,"{'latitude': '41.917071316942575', 'longitude': '-87.71042743173058', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-22T00:00:00,13-00020174,Abandoned Vehicle Complaint,812TYD,Honda,Black,Place 7 Day Sticker,Follow on Activity was created,14,3753 W ADDISON ST,60618,1150729.05482621,1923671.98048529,30,17,21,,41.94633533557242,-87.72215332260154,"{'latitude': '41.94633533557242', 'longitude': '-87.72215332260154', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-23T00:00:00,13-00019233,Abandoned Vehicle Complaint,L765699,Chevrolet,Green,FVI - Outcome,Create Work Order,20,5347 S FRANCISCO AVE,60632,1157950.49130076,1869052.97810421,14,9,63,,41.79590487007833,-87.6961549292354,"{'latitude': '41.79590487007833', 'longitude': '-87.6961549292354', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-23T00:00:00,13-00019915,Abandoned Vehicle Complaint,N795973,Chevrolet,Blue,FVI - Outcome,Create Work Order,21,3855 W 84TH PL,60652,1152167.36219713,1848261.48968782,18,8,70,,41.73936718026758,-87.7188769289895,"{'latitude': '41.73936718026758', 'longitude': '-87.7188769289895', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-01-29T00:00:00,13-00019448,Abandoned Vehicle Complaint,694AKP,Honda,Maroon,FVI - Outcome,Create Work Order,30,3222 W HADDON AVE,60651,1154700.77731344,1907452.02993339,26,11,23,,41.90197148480136,-87.70769329546229,"{'latitude': '41.90197148480136', 'longitude': '-87.70769329546229', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-02-04T00:00:00,13-00019414,Abandoned Vehicle Complaint,K746982,Jeep/Cherokee,Blue,FVI - Outcome,Create Work Order,30,1944 N SPAULDING AVE,60647,1153832.60810796,1912724.13402795,35,14,22,,41.916868997463425,-87.71042840163975,"{'latitude': '41.916868997463425', 'longitude': '-87.71042840163975', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-02-07T00:00:00,13-00019496,Abandoned Vehicle Complaint,781 2627 IL,Nissan,Gray,Place 7 Day Sticker,Follow on Activity was created,0,1723 N BISSELL ST,60614,1169958.77009309,1911652.40627922,43,18,7,,41.91327575530504,-87.65112124387379,"{'latitude': '41.91327575530504', 'longitude': '-87.65112124387379', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-02-21T00:00:00,13-00019419,Abandoned Vehicle Complaint,Illinois,(Unlisted Make),Blue,FVI - Outcome,Create Work Order,770,11319 S HAMLIN AVE,60655,1153206.18011335,1829260.87730865,19,22,74,,41.68713350954072,-87.71460923261114,"{'latitude': '41.68713350954072', 'longitude': '-87.71460923261114', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed - Dup,2013-03-18T00:00:00,13-00019304,Abandoned Vehicle Complaint,NO PLATES,,Silver,FVI - Outcome,Create Work Order,30,6621 S NORMAL BLVD,60621,1174236.23918313,1860931.25972947,6,7,68,,41.77382228765424,-87.63669014630167,"{'latitude': '41.77382228765424', 'longitude': '-87.63669014630167', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-10T00:00:00,13-00019031,Abandoned Vehicle Complaint,K789522,Toyota,Tan,FVI - Outcome,Return to Owner - Vehicle,7,10808 S EBERHART AVE,60628,,,9,5,49,,41.69790522662601,-87.61121499270352,"{'latitude': '41.69790522662601', 'longitude': '-87.61121499270352', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-10T00:00:00,13-00019060,Abandoned Vehicle Complaint,L441498,Buick,Burgundy,FVI - Outcome,Return to Owner - Vehicle,40,7148 S WOLCOTT AVE,60636,,,17,7,67,,41.763384004087904,-87.67120979397016,"{'latitude': '41.763384004087904', 'longitude': '-87.67120979397016', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-13T00:00:00,13-00019669,Abandoned Vehicle Complaint,CJ9172,Dodge,Maroon,FVI - Outcome,Vehicle was moved from original address requested,21,845 E 53RD ST,60615,,,5,2,41,,41.79853224437611,-87.60447347962284,"{'latitude': '41.79853224437611', 'longitude': '-87.60447347962284', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-14T00:00:00,13-00020327,Abandoned Vehicle Complaint,8450363,Chevrolet,Silver,FVI - Outcome,Vehicle was moved from original address requested,7,3633 W MARQUETTE RD,60629,1153267.43992933,1859937.56213101,13,8,65,3,41.771393732313186,-87.71420480202255,"{'latitude': '41.771393732313186', 'longitude': '-87.71420480202255', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-15T00:00:00,13-00019323,Abandoned Vehicle Complaint,L610390,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,30,5418 W BYRON ST,60641,1139537.29001171,1925420.59000046,38,16,15,,41.95156965524483,-87.76283115508757,"{'latitude': '41.95156965524483', 'longitude': '-87.76283115508757', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-15T00:00:00,13-00019332,Abandoned Vehicle Complaint,L610390,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,30,5417 W BYRON ST,60641,1139544.09001171,1925420.79000046,38,16,15,,41.95135107194061,-87.76274997278408,"{'latitude': '41.95135107194061', 'longitude': '-87.76274997278408', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-15T00:00:00,13-00019333,Abandoned Vehicle Complaint,L610390,Chevrolet,Silver,Place 7 Day Sticker,Follow on Activity was created,30,5413 W BYRON ST,60641,1139571.09001171,1925421.39000046,38,16,15,,41.95135291302073,-87.76259709700552,"{'latitude': '41.95135291302073', 'longitude': '-87.76259709700552', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-15T00:00:00,13-00019340,Abandoned Vehicle Complaint,L610390,Chevrolet,Stripes,Place 7 Day Sticker,Follow on Activity was created,30,5419 W BYRON ST,60641,1139530.49001171,1925420.49000046,38,16,15,,41.95135015132734,-87.76282641067552,"{'latitude': '41.95135015132734', 'longitude': '-87.76282641067552', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-15T00:00:00,13-00020009,Abandoned Vehicle Complaint,6090655,Ford,Orange,Place 7 Day Sticker,Follow on Activity was created,21,3699 N HAMLIN AVE,60618,1150403.97011711,1924255.1257675,30,17,16,,41.947981635149546,-87.72240085931249,"{'latitude': '41.947981635149546', 'longitude': '-87.72240085931249', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-15T00:00:00,13-00020026,Abandoned Vehicle Complaint,L618827,Mitsubishi,Black,Place 7 Day Sticker,Follow on Activity was created,45,4343 N SPAULDING AVE,60618,1153602.8319792,1928783.56012628,33,17,16,60,41.960650125979214,-87.71053383067469,"{'latitude': '41.960650125979214', 'longitude': '-87.71053383067469', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-16T00:00:00,13-00020059,Abandoned Vehicle Complaint,N907539,Toyota,Beige,Place 7 Day Sticker,Follow on Activity was created,14,1752 N KARLOV AVE,60639,1148777.52691362,1911344.87501609,30,25,23,,41.91319026000889,-87.7290266776183,"{'latitude': '41.91319026000889', 'longitude': '-87.7290266776183', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-17T00:00:00,13-00019416,Abandoned Vehicle Complaint,L687196,Subaru,Blue,Place 7 Day Sticker,Follow on Activity was created,14,3006 N OSCEOLA AVE,60707,1125901.08129547,1919151.99659483,36,25,17,,41.93464860535981,-87.8128852097116,"{'latitude': '41.93464860535981', 'longitude': '-87.8128852097116', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-18T00:00:00,13-00019037,Abandoned Vehicle Complaint,7275821,Ford,Red,FVI - Outcome,Need Vehicle Tow Report,29,3223 W 64TH ST,60629,,,15,8,66,3,41.77701587487669,-87.70403844397445,"{'latitude': '41.77701587487669', 'longitude': '-87.70403844397445', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-18T00:00:00,13-00019044,Abandoned Vehicle Complaint,N490702,Volkswagen,Burgundy,FVI - Outcome,Need Vehicle Tow Report,35,3337 W 66TH ST,60629,1155280.1452949,1860662.40157491,15,8,66,,41.773339528426085,-87.70690139898011,"{'latitude': '41.773339528426085', 'longitude': '-87.70690139898011', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-18T00:00:00,13-00019356,Abandoned Vehicle Complaint,66478FF,Dodge,Red,Place 7 Day Sticker,Follow on Activity was created,14,5201 S MERRIMAC AVE,60638,1135587.30358802,1869436.40499155,23,8,56,,41.79783790272932,-87.77816726260905,"{'latitude': '41.79783790272932', 'longitude': '-87.77816726260905', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-18T00:00:00,13-00019724,Abandoned Vehicle Complaint,G405649,Nissan,Black,Place 7 Day Sticker,Follow on Activity was created,120,2205 W RICE ST,60622,1161550.56932009,1905636.93799508,32,12,24,29,41.89663285167058,-87.68224413955352,"{'latitude': '41.89663285167058', 'longitude': '-87.68224413955352', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-22T00:00:00,13-00020025,Abandoned Vehicle Complaint,P337795,Dodge,Blue,Place 7 Day Sticker,Follow on Activity was created,60,3063 N NEVA AVE,60634,1127925.10333227,1919597.51571778,36,25,18,,41.93622035806408,-87.80515591579207,"{'latitude': '41.93622035806408', 'longitude': '-87.80515591579207', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-23T00:00:00,13-00019232,Abandoned Vehicle Complaint,L765699,Chevrolet,Green,Place 7 Day Sticker,Follow on Activity was created,20,5347 S FRANCISCO AVE,60632,1157950.49130076,1869052.97810421,14,9,63,,41.79590487007833,-87.6961549292354,"{'latitude': '41.79590487007833', 'longitude': '-87.6961549292354', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-25T00:00:00,13-00019030,Abandoned Vehicle Complaint,7608579,Pontiac,Gray,FVI - Outcome,Need Vehicle Tow Report,35,6406 S FRANCISCO AVE,60629,,,15,8,66,,41.77699224793651,-87.69592578536681,"{'latitude': '41.77699224793651', 'longitude': '-87.69592578536681', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-25T00:00:00,13-00019067,Abandoned Vehicle Complaint,H704435,Honda,Green,FVI - Outcome,Need Vehicle Tow Report,7,4405 S CALUMET AVE,60653,1179168.43139329,1875880.5615896,3,2,38,,41.81459733423365,-87.61815149173097,"{'latitude': '41.81459733423365', 'longitude': '-87.61815149173097', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-25T00:00:00,13-00019400,Abandoned Vehicle Complaint,114055,Ford,Yellow,Place 7 Day Sticker,Follow on Activity was created,17,2847 W ROSCOE ST,60618,1156783.72857273,1922378.34257393,33,17,21,,41.942670690624354,-87.69967248721285,"{'latitude': '41.942670690624354', 'longitude': '-87.69967248721285', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-25T00:00:00,13-00019896,Abandoned Vehicle Complaint,NO PLATES,Chevrolet,Blue,FVI - Outcome,Need Vehicle Tow Report,7,9524 S FOREST AVE,60628,,,6,5,49,,41.72107934324136,-87.61668780230333,"{'latitude': '41.72107934324136', 'longitude': '-87.61668780230333', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-28T00:00:00,13-00020242,Abandoned Vehicle Complaint,914MLZ,Chevrolet,Black,Place 7 Day Sticker,Follow on Activity was created,21,3308 W BERTEAU AVE,60618,1153581.82207536,1927729.34290264,33,17,16,,41.95765066973123,-87.71100532886182,"{'latitude': '41.95765066973123', 'longitude': '-87.71100532886182', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-01-31T00:00:00,13-00019248,Abandoned Vehicle Complaint,P128346,Chevrolet,Black,FVI - Outcome,Vehicle was moved from original address requested,10,2226 E 79TH ST,60649,,,7,4,43,49,41.75179276821392,-87.56995000081426,"{'latitude': '41.75179276821392', 'longitude': '-87.56995000081426', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-02-14T00:00:00,13-00020355,Abandoned Vehicle Complaint,dj6vn,Mazda,Silver,FVI - Outcome,Vehicle was moved from original address requested,20,1322 N CLAREMONT AVE,60622,,,1,14,24,33,41.90558960427797,-87.68602191650164,"{'latitude': '41.90558960427797', 'longitude': '-87.68602191650164', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-02-19T00:00:00,13-00020063,Abandoned Vehicle Complaint,31978CV,(Unlisted Make),Red,FVI - Outcome,Vehicle was moved from original address requested,13,952 N TRUMBULL AVE,60651,,,27,11,23,,41.89887568721555,-87.71291391340654,"{'latitude': '41.89887568721555', 'longitude': '-87.71291391340654', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-02-21T00:00:00,13-00019141,Abandoned Vehicle Complaint,75668,"Monon Trailer, Div. Of Evans Products Co.",White,Place 7 Day Sticker,Follow on Activity was created,30,8553 W WINNEMAC AVE,60656,1118451.61233058,1932383.04012053,41,16,76,,41.97080928979707,-87.84046820100818,"{'latitude': '41.97080928979707', 'longitude': '-87.84046820100818', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-02-21T00:00:00,13-00019418,Abandoned Vehicle Complaint,Illinois,(Unlisted Make),Blue,Place 7 Day Sticker,Follow on Activity was created,2,11319 S HAMLIN AVE,60655,1153206.18011335,1829260.87730865,19,22,74,,41.68713350954072,-87.71460923261114,"{'latitude': '41.68713350954072', 'longitude': '-87.71460923261114', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-02-21T00:00:00,13-00019423,Abandoned Vehicle Complaint,N815852,Nissan,Gray,Place 7 Day Sticker,Follow on Activity was created,7,6105 N MAPLEWOOD AVE,60659,1158219.92560572,1940445.562769,50,24,2,,41.992445403847846,-87.69323244680521,"{'latitude': '41.992445403847846', 'longitude': '-87.69323244680521', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-02-21T00:00:00,13-00019696,Abandoned Vehicle Complaint,R17 2382,Chevrolet,Maroon,FVI - Outcome,Vehicle was moved from original address requested,60,6219 N HERMITAGE AVE,60660,,,40,24,77,,41.99498923239426,-87.67327230614306,"{'latitude': '41.99498923239426', 'longitude': '-87.67327230614306', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-02-21T00:00:00,13-00019916,Abandoned Vehicle Complaint,NA94528,Mercury,Red,Place 7 Day Sticker,Follow on Activity was created,14,6615 N ROCKWELL ST,60645,1157789.86276877,1943804.55831934,50,24,2,,42.001770472166015,-87.69472274462971,"{'latitude': '42.001770472166015', 'longitude': '-87.69472274462971', 'needs_recoding': False}"
2013-01-05T00:00:00,Completed,2013-02-21T00:00:00,13-00020065,Abandoned Vehicle Complaint,G352830,Ford,Brown,FVI - Outcome,Vehicle was moved from original address requested,60,2632 W POPE JOHN PAUL II DR,60632,,,12,9,58,,41.81571005119633,-87.69081814480167,"{'latitude': '41.81571005119633', 'longitude': '-87.69081814480167', 'needs_recoding': False}"
